timestamp_utc,project,access_mode,total_views,page_rows,total_response_size,approx_distinct_pages
2026-01-02 06:00:00,wikidata,desktop,27663,20483,0,20062
2026-01-02 07:00:00,commons,desktop,146732,120840,0,137672
2026-01-02 07:00:00,commons,mobile,48087,30024,0,34516
2026-01-02 07:00:00,en,desktop,4237550,1239821,0,1549857
2026-01-02 07:00:00,en,mobile,5639354,1091242,0,864443
2026-01-02 07:00:00,vi,desktop,21849,14966,0,12296
2026-01-02 07:00:00,vi,mobile,50016,23010,0,21954
2026-01-02 07:00:00,wikidata,desktop,26422,20170,0,18420
2026-01-02 08:00:00,commons,desktop,174221,136169,0,123748
2026-01-02 08:00:00,commons,mobile,57920,39473,0,37760
2026-01-02 08:00:00,en,desktop,4352026,1299520,0,1683556
2026-01-02 08:00:00,en,mobile,5086697,1052096,0,1223966
2026-01-02 08:00:00,vi,desktop,24418,16485,0,16205
2026-01-02 08:00:00,vi,mobile,46813,21850,0,20965
2026-01-02 08:00:00,wikidata,desktop,33517,21900,0,20491
2026-01-02 09:00:00,commons,desktop,190622,145648,0,125962
2026-01-02 09:00:00,commons,mobile,49094,30008,0,27650
2026-01-02 09:00:00,en,desktop,2491119,909514,0,859527
2026-01-02 09:00:00,en,mobile,4900322,1035837,0,880598
2026-01-02 09:00:00,vi,desktop,26888,17856,0,14611
2026-01-02 09:00:00,vi,mobile,45307,21380,0,21885
2026-01-02 09:00:00,wikidata,desktop,34734,23630,0,29392
2026-01-02 10:00:00,commons,desktop,194991,148318,0,187768
2026-01-02 10:00:00,commons,mobile,54145,34214,0,36106
2026-01-02 10:00:00,en,desktop,2665825,936527,0,966666
2026-01-02 10:00:00,en,mobile,4863113,1032398,0,1055817
2026-01-02 10:00:00,vi,desktop,25261,16955,0,15276
2026-01-02 10:00:00,vi,mobile,42941,20604,0,20495
2026-01-02 10:00:00,wikidata,desktop,36788,24481,0,29690
2026-01-02 11:00:00,commons,desktop,195668,148747,0,171510
2026-01-02 11:00:00,commons,mobile,56297,36207,0,36177
2026-01-02 11:00:00,en,desktop,2563734,931469,0,775850
2026-01-02 11:00:00,en,mobile,4838320,1034116,0,956519
2026-01-02 11:00:00,vi,desktop,20528,14555,0,14019
2026-01-02 11:00:00,vi,mobile,43314,20875,0,20888
2026-01-02 11:00:00,wikidata,desktop,32670,23225,0,23182
2026-01-02 12:00:00,commons,desktop,195500,147830,0,161258
2026-01-02 12:00:00,commons,mobile,53882,32401,0,35898
2026-01-02 12:00:00,en,desktop,2638570,946800,0,756342
2026-01-02 12:00:00,en,mobile,4994545,1056063,0,1034705
2026-01-02 12:00:00,vi,desktop,19838,14159,0,19104
2026-01-02 12:00:00,vi,mobile,47783,22043,0,18553
2026-01-02 12:00:00,wikidata,desktop,32495,23521,0,25846
2026-01-02 13:00:00,commons,desktop,206947,151279,0,141572
2026-01-02 13:00:00,commons,mobile,57238,33079,0,35772
2026-01-02 13:00:00,en,desktop,2799516,969793,0,1268699
2026-01-02 13:00:00,en,mobile,5440401,1101223,0,1064570
2026-01-02 13:00:00,vi,desktop,23682,15250,0,12689
2026-01-02 13:00:00,vi,mobile,57183,24702,0,19567
2026-01-02 13:00:00,wikidata,desktop,34170,26615,0,21855
2026-01-02 14:00:00,commons,desktop,208061,151190,0,147356
2026-01-02 14:00:00,commons,mobile,60235,34591,0,35200
2026-01-02 14:00:00,en,desktop,3067246,1032448,0,1102255
2026-01-02 14:00:00,en,mobile,6049571,1163316,0,934237
2026-01-02 14:00:00,vi,desktop,28421,18306,0,17655
2026-01-02 14:00:00,vi,mobile,63431,26732,0,21813
2026-01-02 14:00:00,wikidata,desktop,32384,23527,0,22115
2026-01-02 15:00:00,commons,desktop,213380,156526,0,209434
2026-01-02 15:00:00,commons,mobile,69844,41567,0,33995
2026-01-02 15:00:00,en,desktop,3412961,1099362,0,1072122
2026-01-02 15:00:00,en,mobile,6629458,1212935,0,1239637
2026-01-02 15:00:00,vi,desktop,29014,18907,0,18051
2026-01-02 15:00:00,vi,mobile,64878,27271,0,22537
2026-01-02 15:00:00,wikidata,desktop,32533,23474,0,27250
2026-01-02 16:00:00,commons,desktop,168375,116699,0,100642
2026-01-02 16:00:00,commons,mobile,68197,40297,0,41278
2026-01-02 16:00:00,en,desktop,3579215,1111783,0,1002561
2026-01-02 16:00:00,en,mobile,7068632,1248770,0,1477955
2026-01-02 16:00:00,vi,desktop,24950,17021,0,16471
2026-01-02 16:00:00,vi,mobile,61532,26197,0,21909
2026-01-02 16:00:00,wikidata,desktop,31690,23668,0,23465
2026-01-02 17:00:00,commons,desktop,172284,117790,0,120177
2026-01-02 17:00:00,commons,mobile,72721,44102,0,51997
2026-01-02 17:00:00,en,desktop,3706108,1147861,0,1526189
2026-01-02 17:00:00,en,mobile,7427846,1275990,0,1232242
2026-01-02 17:00:00,vi,desktop,19072,14044,0,17520
2026-01-02 17:00:00,vi,mobile,50134,22619,0,20297
2026-01-02 17:00:00,wikidata,desktop,34861,26366,0,26227
2026-01-02 18:00:00,commons,desktop,155803,109148,0,111565
2026-01-02 18:00:00,commons,mobile,67464,40543,0,46263
2026-01-02 18:00:00,en,desktop,3674434,1134497,0,1187719
2026-01-02 18:00:00,en,mobile,7750903,1294856,0,1410982
2026-01-02 18:00:00,vi,desktop,13755,10790,0,10404
2026-01-02 18:00:00,vi,mobile,35523,17985,0,17332
2026-01-02 18:00:00,wikidata,desktop,32066,24199,0,25004
2026-01-02 19:00:00,commons,desktop,148024,108518,0,97672
2026-01-02 19:00:00,commons,mobile,66001,38264,0,38937
2026-01-02 19:00:00,en,desktop,3674941,1144682,0,1069716
2026-01-02 19:00:00,en,mobile,7762925,1295421,0,1156787
2026-01-02 19:00:00,vi,desktop,11192,9173,0,10137
2026-01-02 19:00:00,vi,mobile,24468,13691,0,14381
2026-01-02 19:00:00,wikidata,desktop,29916,22863,0,26373
2026-01-02 20:00:00,commons,desktop,135312,98461,0,114020
2026-01-02 20:00:00,commons,mobile,66882,40305,0,47965
2026-01-02 20:00:00,en,desktop,3838687,1214184,0,1131439
2026-01-02 20:00:00,en,mobile,7961221,1297493,0,1190571
2026-01-02 20:00:00,vi,desktop,13915,11677,0,10806
2026-01-02 20:00:00,vi,mobile,18300,10618,0,12912
2026-01-02 20:00:00,wikidata,desktop,29674,22317,0,21813
2026-01-02 21:00:00,commons,desktop,137454,102404,0,116806
2026-01-02 21:00:00,commons,mobile,65000,37983,0,32563
2026-01-02 21:00:00,en,desktop,3926899,1262228,0,1202937
2026-01-02 21:00:00,en,mobile,8112639,1303400,0,1659212
2026-01-02 21:00:00,vi,desktop,10890,9328,0,9308
2026-01-02 21:00:00,vi,mobile,13966,8215,0,9163
2026-01-02 21:00:00,wikidata,desktop,27751,21428,0,19133
2026-01-02 22:00:00,commons,desktop,131744,97106,0,98989
2026-01-02 22:00:00,commons,mobile,67020,38502,0,41265
2026-01-02 22:00:00,en,desktop,3862147,1270240,0,1456760
2026-01-02 22:00:00,en,mobile,8389204,1310883,0,1582917
2026-01-02 22:00:00,vi,desktop,7162,6162,0,6494
2026-01-02 22:00:00,vi,mobile,11984,7296,0,6645
2026-01-02 22:00:00,wikidata,desktop,30578,23754,0,22220
2026-01-02 23:00:00,commons,desktop,128647,95579,0,79424
2026-01-02 23:00:00,commons,mobile,67015,40782,0,47965
2026-01-02 23:00:00,en,desktop,3516937,1155526,0,1223241
2026-01-02 23:00:00,en,mobile,8270621,1301727,0,1155492
2026-01-02 23:00:00,vi,desktop,7348,6418,0,6258
2026-01-02 23:00:00,vi,mobile,14072,8011,0,9322
2026-01-02 23:00:00,wikidata,desktop,29551,22422,0,32953
2026-01-03 00:00:00,commons,desktop,109686,83141,0,99364
2026-01-03 00:00:00,commons,mobile,65546,41368,0,36109
2026-01-03 00:00:00,en,desktop,3114633,1000639,0,1138403
2026-01-03 00:00:00,en,mobile,7935917,1284846,0,1180028
2026-01-03 00:00:00,vi,desktop,7692,6649,0,6531
2026-01-03 00:00:00,vi,mobile,18506,10202,0,9108
2026-01-03 00:00:00,wikidata,desktop,26373,20768,0,20426
2026-01-03 01:00:00,commons,desktop,107144,80570,0,85974
2026-01-03 01:00:00,commons,mobile,55714,35584,0,42269
2026-01-03 01:00:00,en,desktop,2948460,982271,0,936567
2026-01-03 01:00:00,en,mobile,7636743,1250162,0,1209630
2026-01-03 01:00:00,vi,desktop,11603,9587,0,9728
2026-01-03 01:00:00,vi,mobile,27079,14048,0,14625
2026-01-03 01:00:00,wikidata,desktop,26932,20932,0,21190
2026-01-03 02:00:00,commons,desktop,100634,75855,0,80977
2026-01-03 02:00:00,commons,mobile,45346,29381,0,32917
2026-01-03 02:00:00,en,desktop,2858006,954335,0,930869
2026-01-03 02:00:00,en,mobile,7773172,1233133,0,1364980
2026-01-03 02:00:00,vi,desktop,16652,12388,0,11489
2026-01-03 02:00:00,vi,mobile,34511,17132,0,14064
2026-01-03 02:00:00,wikidata,desktop,27679,21220,0,26558
2026-01-03 03:00:00,commons,desktop,95175,72778,0,67036
2026-01-03 03:00:00,commons,mobile,46024,30955,0,34193
2026-01-03 03:00:00,en,desktop,2778044,929301,0,844877
2026-01-03 03:00:00,en,mobile,7984139,1247500,0,1187377
2026-01-03 03:00:00,vi,desktop,23188,16070,0,18810
2026-01-03 03:00:00,vi,mobile,41472,20005,0,16272
2026-01-03 03:00:00,wikidata,desktop,23901,18424,0,25050
2026-01-03 04:00:00,commons,desktop,94393,71356,0,83802
2026-01-03 04:00:00,commons,mobile,45602,29901,0,32380
2026-01-03 04:00:00,en,desktop,2718840,924056,0,924480
2026-01-03 04:00:00,en,mobile,7818840,1229097,0,1141865
2026-01-03 04:00:00,vi,desktop,25102,16735,0,15521
2026-01-03 04:00:00,vi,mobile,46701,22013,0,20626
2026-01-03 04:00:00,wikidata,desktop,25697,19121,0,19455
2026-01-03 05:00:00,commons,desktop,97204,73899,0,73577
2026-01-03 05:00:00,commons,mobile,44783,29001,0,21185
2026-01-03 05:00:00,en,desktop,2611158,902484,0,812473
2026-01-03 05:00:00,en,mobile,7348899,1218850,0,1337000
2026-01-03 05:00:00,vi,desktop,22365,15499,0,13867
2026-01-03 05:00:00,vi,mobile,48155,22477,0,20993
2026-01-03 05:00:00,wikidata,desktop,27757,19177,0,21202
2026-01-03 06:00:00,commons,desktop,102294,79458,0,91230
2026-01-03 06:00:00,commons,mobile,49186,32646,0,32446
2026-01-03 06:00:00,en,desktop,2473120,888100,0,814021
2026-01-03 06:00:00,en,mobile,6586779,1168943,0,1161993
2026-01-03 06:00:00,vi,desktop,19280,13699,0,13053
2026-01-03 06:00:00,vi,mobile,55747,24446,0,21344
2026-01-03 06:00:00,wikidata,desktop,22892,18255,0,22123
2026-01-03 07:00:00,commons,desktop,103277,74664,0,86189
2026-01-03 07:00:00,commons,mobile,49356,32175,0,31681
2026-01-03 07:00:00,en,desktop,2285096,833449,0,699399
2026-01-03 07:00:00,en,mobile,5833340,1115814,0,1054784
2026-01-03 07:00:00,vi,desktop,20509,14331,0,13625
2026-01-03 07:00:00,vi,mobile,52347,23994,0,28426
2026-01-03 07:00:00,wikidata,desktop,25550,19131,0,19312
2026-01-03 08:00:00,commons,desktop,104725,75179,0,76702
2026-01-03 08:00:00,commons,mobile,53651,34158,0,45809
2026-01-03 08:00:00,en,desktop,2192759,802730,0,737570
2026-01-03 08:00:00,en,mobile,5326589,1067022,0,1187377
2026-01-03 08:00:00,vi,desktop,22988,15735,0,17031
2026-01-03 08:00:00,vi,mobile,48630,22797,0,21630
2026-01-03 08:00:00,wikidata,desktop,25427,19314,0,18237
2026-01-03 09:00:00,commons,desktop,111717,82653,0,78063
2026-01-03 09:00:00,commons,mobile,54112,34805,0,27855
2026-01-03 09:00:00,en,desktop,2223928,824061,0,965461
2026-01-03 09:00:00,en,mobile,5230071,1052041,0,1332400
2026-01-03 09:00:00,vi,desktop,26138,17787,0,19433
2026-01-03 09:00:00,vi,mobile,48285,22344,0,19356
2026-01-03 09:00:00,wikidata,desktop,28301,22337,0,27227
2026-01-03 10:00:00,commons,desktop,133341,98969,0,83374
2026-01-03 10:00:00,commons,mobile,58858,38725,0,39529
2026-01-03 10:00:00,en,desktop,2358710,858480,0,924756
2026-01-03 10:00:00,en,mobile,5327901,1045883,0,1187946
2026-01-03 10:00:00,vi,desktop,27041,19138,0,17094
2026-01-03 10:00:00,vi,mobile,46890,21689,0,16745
2026-01-03 10:00:00,wikidata,desktop,29838,23049,0,19907
2026-01-03 11:00:00,commons,desktop,124688,92194,0,83186
2026-01-03 11:00:00,commons,mobile,64894,43591,0,42631
2026-01-03 11:00:00,en,desktop,2436434,843515,0,766445
2026-01-03 11:00:00,en,mobile,5514624,1042556,0,1016375
2026-01-03 11:00:00,vi,desktop,23529,16943,0,20486
2026-01-03 11:00:00,vi,mobile,47034,21692,0,18110
2026-01-03 11:00:00,wikidata,desktop,31672,24120,0,31001
2026-01-03 12:00:00,commons,desktop,126504,92329,0,98816
2026-01-03 12:00:00,commons,mobile,71508,48542,0,50790
2026-01-03 12:00:00,en,desktop,2528395,892456,0,844359
2026-01-03 12:00:00,en,mobile,5544307,1056929,0,791762
2026-01-03 12:00:00,vi,desktop,21892,16254,0,16955
2026-01-03 12:00:00,vi,mobile,52793,23098,0,21909
2026-01-03 12:00:00,wikidata,desktop,29012,22600,0,22685
2026-01-03 13:00:00,commons,desktop,140693,101329,0,80514
2026-01-03 13:00:00,commons,mobile,91717,68014,0,67398
2026-01-03 13:00:00,en,desktop,2628261,921044,0,852725
2026-01-03 13:00:00,en,mobile,5928212,1095928,0,958887
2026-01-03 13:00:00,vi,desktop,26860,18512,0,18691
2026-01-03 13:00:00,vi,mobile,61907,25162,0,23279
2026-01-03 13:00:00,wikidata,desktop,29092,22420,0,28482
2026-01-03 14:00:00,commons,desktop,148058,109334,0,122264
2026-01-03 14:00:00,commons,mobile,90285,62360,0,64277
2026-01-03 14:00:00,en,desktop,2849072,962809,0,1093309
2026-01-03 14:00:00,en,mobile,6697467,1164706,0,1270651
2026-01-03 14:00:00,vi,desktop,32750,21901,0,22834
